movieId,title,genres
1404,Night Falls on Manhattan (1996),Crime|Drama
1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1423,Hearts and Minds (1996),Drama
1428,Angel Baby (1995),Drama
1430,Underworld (1996),Comedy|Thriller
1439,Meet Wally Sparks (1997),Comedy
1441,Benny & Joon (1993),Comedy|Romance
1446,Kolya (Kolja) (1996),Comedy|Drama
1449,Waiting for Guffman (1996),Comedy
1457,Fools Rush In (1997),Comedy|Drama|Romance
1458,Touch (1997),Drama|Fantasy|Romance
1468,Booty Call (1997),Comedy|Romance
1470,Rhyme & Reason (1997),Documentary
1472,City of Industry (1997),Crime|Thriller
1473,Best Men (1997),Action|Comedy|Crime|Drama
1489,Cats Don't Dance (1997),Animation|Children|Musical
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1503,8 Heads in a Duffel Bag (1997),Comedy
1507,Paradise Road (1997),Drama|War
1516,Children of the Revolution (1996),Comedy
1519,Broken English (1996),Drama
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1529,Nowhere (1997),Comedy|Drama
1533,"Promise, The (La promesse) (1996)",Drama
1535,Love! Valour! Compassion! (1997),Drama|Romance
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children
1539,Twin Town (1997),Comedy|Crime
1546,Schizopolis (1996),Comedy
1552,Con Air (1997),Action|Adventure|Thriller
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1558,Sudden Manhattan (1997),Comedy
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
1565,Head Above Water (1996),Comedy|Thriller
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1567,"Last Time I Committed Suicide, The (1997)",Drama
1572,"Contempt (Mépris, Le) (1963)",Drama
1581,Out to Sea (1997),Comedy
1583,"Simple Wish, A (1997)",Children|Fantasy
1585,Love Serenade (1996),Comedy
1588,George of the Jungle (1997),Children|Comedy
1589,Cop Land (1997),Action|Crime|Drama|Thriller
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1609,187 (One Eight Seven) (1997),Drama|Thriller
1616,"Peacemaker, The (1997)",Action|Thriller|War
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1622,Kicked in the Head (1997),Comedy|Drama
1624,"Thousand Acres, A (1997)",Drama
1626,Fire Down Below (1997),Action|Drama|Thriller
1631,"Assignment, The (1997)",Action|Thriller
1632,"Smile Like Yours, A (1997)",Comedy|Romance
1636,Stag (1997),Action|Thriller
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1658,"Life Less Ordinary, A (1997)",Romance|Thriller
1660,Eve's Bayou (1997),Drama
1662,Gang Related (1997),Crime
1663,Stripes (1981),Comedy|War
1670,Welcome to Sarajevo (1997),Drama|War
1673,Boogie Nights (1997),Drama
1684,Mrs. Dalloway (1997),Drama|Romance
1685,"I Love You, I Love You Not (1996)",Drama|Romance
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1708,Ill Gotten Gains (1997),Drama
1709,Legal Deceit (1997),Thriller
1714,Never Met Picasso (1996),Romance
1720,Time Tracers (1995),Action|Adventure|Sci-Fi
1728,"Winter Guest, The (1997)",Drama
1730,Kundun (1997),Drama
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1755,Shooting Fish (1997),Comedy|Romance
1793,Welcome to Woop-Woop (1997),Comedy
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1809,Fireworks (Hana-bi) (1997),Crime|Drama
1811,"Niagara, Niagara (1997)",Drama
1812,Wide Awake (1998),Children|Comedy|Drama
1824,Homegrown (1998),Comedy|Thriller
1826,Barney's Great Adventure (1998),Adventure|Children
1829,Chinese Box (1997),Drama|Romance
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1835,City of Angels (1998),Drama|Fantasy|Romance
1837,"Odd Couple II, The (1998)",Comedy
1840,He Got Game (1998),Drama
1862,Species II (1998),Horror|Sci-Fi
1864,Sour Grapes (1998),Comedy
1867,Tarzan and the Lost City (1998),Action|Adventure
1869,Black Dog (1998),Action|Thriller
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1871,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama
1872,Go Now (1995),Drama
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
1874,Still Breathing (1997),Comedy|Romance
1875,Clockwatchers (1997),Comedy
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1877,Little Men (1998),Drama
1878,Woo (1998),Comedy|Romance
1879,"Hanging Garden, The (1997)",Drama|Romance
1882,Godzilla (1998),Action|Sci-Fi|Thriller
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1891,"Ugly, The (1997)",Horror|Thriller
1899,Passion in the Desert (1998),Adventure|Drama
1911,Dr. Dolittle (1998),Comedy
1914,Smoke Signals (1998),Comedy|Drama
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1919,Madeline (1998),Children|Comedy
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1921,Pi (1998),Drama|Sci-Fi|Thriller
1922,Whatever (1998),Drama
1923,There's Something About Mary (1998),Comedy|Romance
1926,"Broadway Melody, The (1929)",Musical
1927,All Quiet on the Western Front (1930),Action|Drama|War
1928,Cimarron (1931),Drama|Western
1929,Grand Hotel (1932),Drama|Romance
1930,Cavalcade (1933),Drama|Romance|War
1935,How Green Was My Valley (1941),Drama|Musical|Romance
1936,Mrs. Miniver (1942),Drama|War
1937,Going My Way (1944),Comedy|Drama|Musical
1938,"Lost Weekend, The (1945)",Drama
1940,Gentleman's Agreement (1947),Drama
1945,On the Waterfront (1954),Crime|Drama
1963,Take the Money and Run (1969),Comedy|Crime
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1975,Friday the 13th Part 2 (1981),Horror
1976,Friday the 13th Part 3: 3D (1982),Horror
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1982,Halloween (1978),Horror
1984,Halloween III: Season of the Witch (1982),Horror
1989,Prom Night III: The Last Kiss (1989),Horror
1993,Child's Play 3 (1991),Comedy|Horror|Thriller
1995,Poltergeist II: The Other Side (1986),Horror|Thriller
1997,"Exorcist, The (1973)",Horror|Mystery
1998,Exorcist II: The Heretic (1977),Horror
1999,"Exorcist III, The (1990)",Horror
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
2004,Gremlins 2: The New Batch (1990),Comedy|Horror
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
2017,Babes in Toyland (1961),Children|Fantasy|Musical
2022,"Last Temptation of Christ, The (1988)",Drama
2025,Lolita (1997),Drama|Romance
2026,Disturbing Behavior (1998),Horror|Thriller
2031,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
2032,"Barefoot Executive, The (1971)",Children|Comedy
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
2034,"Black Hole, The (1979)",Children|Sci-Fi
2035,Blackbeard's Ghost (1968),Children|Comedy
2041,Condorman (1981),Action|Adventure|Children|Comedy
2042,D2: The Mighty Ducks (1994),Children|Comedy
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
2049,"Happiest Millionaire, The (1967)",Comedy|Musical
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
2056,In Search of the Castaways (1962),Adventure|Children
2057,"Incredible Journey, The (1963)",Adventure|Children
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
2060,BASEketball (1998),Comedy
2061,Full Tilt Boogie (1997),Documentary
2062,"Governess, The (1998)",Drama|Romance
2063,"Seventh Heaven (Septième ciel, Le) (1997)",Drama|Romance
2067,Doctor Zhivago (1965),Drama|Romance|War
2077,"Journey of Natty Gann, The (1985)",Adventure|Children
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2084,Newsies (1992),Children|Musical
2091,Return from Witch Mountain (1978),Children|Sci-Fi
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2111,"Man with Two Brains, The (1983)",Comedy
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
2148,House (1986),Comedy|Fantasy|Horror
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
2169,Dead Man on Campus (1998),Comedy
2184,"Trouble with Harry, The (1955)",Comedy|Mystery
2185,I Confess (1953),Thriller
2189,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi
2194,"Untouchables, The (1987)",Action|Crime|Drama
2204,Saboteur (1942),Mystery|Thriller
2205,Mr. & Mrs. Smith (1941),Comedy|Romance
2207,Jamaica Inn (1939),Drama
2210,Sabotage (1936),Thriller
2213,Waltzes from Vienna (1933),Comedy|Musical
2216,"Skin Game, The (1931)",Drama
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
2234,Let's Talk About Sex (1998),Drama
2237,Without Limits (1998),Drama
2240,My Bodyguard (1980),Drama
2245,Working Girl (1988),Comedy|Drama|Romance
2249,My Blue Heaven (1990),Comedy
2251,"Cabinet of Dr. Ramirez, The (1991)",Comedy
2252,Hero (1992),Comedy|Drama
2256,Parasite (1982),Horror|Sci-Fi
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2269,Indecent Proposal (1993),Drama|Romance
2271,Permanent Midnight (1998),Drama
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2282,Pecker (1998),Comedy|Drama
2285,If.... (1968),Drama
2287,Them! (1954),Horror|Sci-Fi|Thriller
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2292,Overnight Delivery (1998),Comedy|Romance
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2295,"Impostors, The (1998)",Comedy
2300,"Producers, The (1968)",Comedy
2307,One Tough Cop (1998),Action|Crime
2309,"Inheritors, The (Siebtelbauern, Die) (1998)",Drama|Mystery
2310,"Mighty, The (1998)",Drama
2311,2010: The Year We Make Contact (1984),Sci-Fi
2312,Children of a Lesser God (1986),Drama
2314,Beloved (1998),Drama
2318,Happiness (1998),Comedy|Drama
2319,Reach the Rock (1998),Comedy|Drama
2320,Apt Pupil (1998),Drama|Thriller
2321,Pleasantville (1998),Comedy|Drama|Fantasy
2322,Soldier (1998),Action|Sci-Fi|War
2323,"Cruise, The (1998)",Documentary
2325,Orgazmo (1997),Comedy
2326,Shattered Image (1998),Drama|Thriller
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2328,Vampires (1998),Horror|Western
2329,American History X (1998),Crime|Drama
2336,Elizabeth (1998),Drama
2337,Velvet Goldmine (1998),Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2339,I'll Be Home For Christmas (1998),Comedy|Romance
2340,Meet Joe Black (1998),Romance
2343,"Naked Man, The (1998)",Drama
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
2347,"Pope of Greenwich Village, The (1984)",Drama
2349,Mona Lisa (1986),Comedy|Thriller
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
2371,Fletch (1985),Comedy|Crime|Mystery
2375,"Money Pit, The (1986)",Comedy
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
2385,Home Fries (1998),Comedy|Romance
2386,Jerry Springer: Ringmaster (1998),Comedy|Drama
2387,Very Bad Things (1998),Comedy|Crime
2390,Little Voice (1998),Comedy
2394,"Prince of Egypt, The (1998)",Animation|Musical
2401,Pale Rider (1985),Western
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2412,Rocky V (1990),Action|Drama
2417,Heartburn (1986),Comedy|Drama
2418,Nothing in Common (1986),Comedy
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2443,Playing by Heart (1998),Drama|Romance
2444,24 7: Twenty Four Seven (1997),Comedy|Drama
2445,At First Sight (1999),Drama
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2457,Running Scared (1986),Action|Comedy
2458,Armed and Dangerous (1986),Comedy|Crime
2481,My Name Is Joe (1998),Drama|Romance
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2488,Peeping Tom (1960),Drama|Horror|Thriller
2496,Blast from the Past (1999),Comedy|Romance
2497,Message in a Bottle (1999),Romance
2514,Pet Sematary II (1992),Comedy|Horror
2515,Children of the Corn II: The Final Sacrifice (1993),Horror
2516,Children of the Corn III (1994),Horror
2521,Airport 1975 (1974),Action|Drama|Thriller
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2538,Dancemaker (1998),Documentary
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
2556,Telling You (1998),Comedy|Drama|Romance
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2558,Forces of Nature (1999),Comedy|Romance
2559,"King and I, The (1999)",Animation|Children
2563,Dangerous Beauty (1998),Drama
2572,10 Things I Hate About You (1999),Comedy|Romance
2577,Metroland (1997),Comedy|Drama
2579,Following (1998),Crime|Mystery|Thriller
2586,Goodbye Lover (1999),Comedy|Crime|Thriller
2587,Life (1999),Comedy|Crime|Drama
2598,Pushing Tin (1999),Comedy
2602,Mighty Peking Man (a.k.a. Goliathon) (Xing xing wang) (1977),Action|Adventure|Horror|Sci-Fi
2603,Nô (1998),Drama
2607,Get Real (1998),Drama|Romance
2609,"King of Masks, The (Bian Lian) (1996)",Drama
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
2615,My Science Project (1985),Adventure|Sci-Fi
2616,Dick Tracy (1990),Action|Crime
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
2627,Endurance (1999),Documentary|Drama
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2631,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
2633,"Mummy, The (1932)",Horror|Romance
2634,"Mummy, The (1959)",Horror
2635,"Mummy's Curse, The (1944)",Horror
2637,"Mummy's Hand, The (1940)",Horror
2638,"Mummy's Tomb, The (1942)",Horror
2639,Mommie Dearest (1981),Drama
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
2644,Dracula (1931),Horror
2650,"Ghost of Frankenstein, The (1942)",Horror
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
2661,It Came from Outer Space (1953),Sci-Fi
2676,Instinct (1999),Drama|Thriller
2677,Buena Vista Social Club (1999),Documentary|Musical
2678,Desert Blue (1999),Comedy
2685,"Red Dwarf, The (Nain rouge, Le) (1998)",Comedy|Drama
2703,Broken Vessels (1998),Drama
2706,American Pie (1999),Comedy|Romance
2707,Arlington Road (1999),Thriller
2709,Muppets From Space (1999),Children|Comedy
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2718,Drop Dead Gorgeous (1999),Comedy
2719,"Haunting, The (1999)",Horror|Thriller
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2723,Mystery Men (1999),Action|Comedy|Fantasy
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2741,No Mercy (1986),Action|Crime|Thriller
2755,Light of Day (1987),Drama
2756,Wanted: Dead or Alive (1987),Action
2772,Detroit Rock City (1999),Comedy
2773,Alice and Martin (Alice et Martin) (1998),Drama
2778,Never Talk to Strangers (1995),Crime|Drama|Romance|Thriller
2786,Haunted Honeymoon (1986),Comedy
2787,Cat's Eye (1985),Horror
2796,Funny Farm (1988),Comedy
2805,Mickey Blue Eyes (1999),Comedy|Romance
2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Adventure|Drama
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2830,Cabaret Balkan (Bure Baruta) (1998),Drama
2831,"Dog of Flanders, A (1999)",Drama
2832,"Lost Son, The (1999)",Drama
2833,Lucie Aubrac (1997),Romance|War
2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2859,Stop Making Sense (1984),Documentary|Musical
2862,Caligula (1979),Drama
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2864,Splendor (1999),Comedy
2865,Sugar Town (1999),Comedy
2866,"Buddy Holly Story, The (1978)",Drama
2868,Fright Night Part II (1988),Horror
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2883,Mumford (1999),Comedy|Drama
2888,Drive Me Crazy (1999),Comedy|Romance
2891,"Happy, Texas (1999)",Comedy
2900,Monkey Shines (1988),Horror|Sci-Fi
2901,Phantasm (1979),Horror|Sci-Fi
2902,Psycho II (1983),Horror|Mystery|Thriller
2904,Rain (1932),Drama
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2906,Random Hearts (1999),Drama|Romance
2908,Boys Don't Cry (1999),Drama
2912,"Limey, The (1999)",Crime|Drama|Thriller
2915,Risky Business (1983),Comedy
2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
2921,High Plains Drifter (1973),Western
2934,"Amor brujo, El (Love Bewitched, A) (1986)",Drama|Musical
2935,"Lady Eve, The (1941)",Comedy|Romance
2944,"Dirty Dozen, The (1967)",Action|Drama|War
2947,Goldfinger (1964),Action|Adventure|Thriller
2948,From Russia with Love (1963),Action|Adventure|Thriller
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2966,"Straight Story, The (1999)",Adventure|Drama
2974,Bats (1999),Horror|Thriller
2984,On Any Sunday (1971),Documentary
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2995,House on Haunted Hill (1999),Horror|Thriller
2996,Music of the Heart (1999),Drama
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
3001,"Suburbans, The (1999)",Drama
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
3009,Portraits Chinois (1996),Drama
3012,Battling Butler (1926),Comedy
3014,Bustin' Loose (1981),Comedy
3015,Coma (1978),Thriller
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
3019,Drugstore Cowboy (1989),Crime|Drama
3021,"Funhouse, The (1981)",Horror
3022,"General, The (1926)",Comedy|War
3028,"Taming of the Shrew, The (1967)",Comedy
3060,"Commitments, The (1991)",Comedy|Drama|Musical
3061,Holiday Inn (1942),Comedy|Musical
3062,"Longest Day, The (1962)",Action|Drama|War
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
3071,Stand and Deliver (1988),Comedy|Drama
3073,"Sandpiper, The (1965)",Drama|Romance
3074,Jeremiah Johnson (1972),Western
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
3087,Scrooged (1988),Comedy|Fantasy|Romance
3088,Harvey (1950),Comedy|Fantasy
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
3090,Matewan (1987),Drama
3092,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",Drama
3100,"River Runs Through It, A (1992)",Drama
3112,'night Mother (1986),Drama
3117,Ride with the Devil (1999),Drama|Romance|War
3124,Agnes Browne (1999),Comedy|Drama
3160,Magnolia (1999),Drama
3161,Onegin (1999),Drama|Romance
3166,Brenda Starr (1989),Adventure
3167,Carnal Knowledge (1971),Comedy|Drama
3168,Easy Rider (1969),Adventure|Drama
3169,"Falcon and the Snowman, The (1985)",Drama|Thriller
3171,Room at the Top (1959),Drama
3172,Ulysses (Ulisse) (1954),Adventure
3177,Next Friday (2000),Comedy
3178,"Hurricane, The (1999)",Drama
3181,Titus (1999),Drama
3183,"Third Miracle, The (1999)",Drama
3185,Snow Falling on Cedars (1999),Drama
3187,Trans (1998),Drama
3189,My Dog Skip (1999),Children|Drama
3199,Pal Joey (1957),Comedy|Drama|Musical|Romance
3212,Born to Win (1971),Drama
3214,American Flyers (1985),Drama
3215,Voyage of the Damned (1976),Drama
3242,Santitos (1999),Comedy
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3269,Forever Young (1992),Drama|Romance|Sci-Fi
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3274,Single White Female (1992),Drama|Thriller
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3276,Gun Shy (2000),Comedy
3299,Hanging Up (2000),Comedy|Drama
3309,"Dog's Life, A (1918)",Comedy
3322,3 Strikes (2000),Comedy
3330,Splendor in the Grass (1961),Drama|Romance
3333,"Killing of Sister George, The (1968)",Drama
3336,It Happened Here (1966),Drama|Fantasy|War
3347,Never Cry Wolf (1983),Adventure|Drama
3350,"Raisin in the Sun, A (1961)",Drama
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3362,Dog Day Afternoon (1975),Crime|Drama
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3374,Daughters of the Dust (1991),Drama
3380,Railroaded! (1947),Film-Noir
3388,Harry and the Hendersons (1987),Children|Comedy
3391,Who's That Girl? (1987),Comedy
3393,Date with an Angel (1987),Comedy|Fantasy|Romance
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy
3410,Soft Fruit (1999),Comedy|Drama
3415,"Mirror, The (Zerkalo) (1975)",Drama
3418,Thelma & Louise (1991),Adventure|Crime|Drama
3419,Something for Everyone (1970),Comedy|Crime
3421,Animal House (1978),Comedy
3437,Cool as Ice (1991),Drama
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3444,Bloodsport (1988),Action
3445,Eyes of Laura Mars (1978),Mystery|Thriller
3446,Funny Bones (1995),Comedy|Drama
3453,Here on Earth (2000),Drama|Romance
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
3462,Modern Times (1936),Comedy|Drama|Romance
3465,That's Life! (1986),Drama
3466,Heart and Souls (1993),Comedy|Fantasy
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
3518,"End of Violence, The (1997)",Drama|Thriller
3527,Predator (1987),Action|Sci-Fi|Thriller
3533,"Actor's Revenge, An (Yukinojô henge) (1963)",Drama
3534,28 Days (2000),Drama
3545,Cabaret (1972),Drama|Musical
3548,Auntie Mame (1958),Comedy|Drama
3549,Guys and Dolls (1955),Comedy|Musical|Romance
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
3581,Human Traffic (1999),Comedy
3591,Mr. Mom (1983),Comedy|Drama
3593,Battlefield Earth (2000),Action|Sci-Fi
3596,Screwed (2000),Comedy
3607,One Little Indian (1973),Comedy|Western
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3609,Regret to Inform (1998),Documentary
3612,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance
3613,Things Change (1988),Comedy
3614,Honeymoon in Vegas (1992),Comedy|Romance
3627,Carnival of Souls (1962),Horror|Thriller
3640,"King in New York, A (1957)",Comedy|Drama
3645,Cleo from 5 to 7 (Cléo de 5 à 7) (1962),Drama
3650,Anguish (Angustia) (1987),Horror
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
3655,Blow-Out (La grande bouffe) (1973),Drama
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller
3673,Benji the Hunted (1987),Adventure|Children
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
3708,Firestarter (1984),Horror|Thriller
3719,Love's Labour's Lost (2000),Comedy|Romance
3734,Prince of the City (1981),Drama
3735,Serpico (1973),Crime|Drama
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama
3752,"Me, Myself & Irene (2000)",Adventure|Comedy
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy
3776,Melody Time (1948),Animation|Children|Musical
3777,Nekromantik (1987),Comedy|Horror
3790,Groove (2000),Drama
3801,Anatomy of a Murder (1959),Drama|Mystery
3805,Knightriders (1981),Action|Adventure|Drama
3818,Pot O' Gold (1941),Comedy|Musical
3819,Tampopo (1985),Comedy
3824,Autumn in New York (2000),Drama|Romance
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
3874,"Couch in New York, A (1996)",Comedy|Drama|Romance
3875,"Devil Rides Out, The (1968)",Horror
3876,Jerry and Tom (1998),Comedy|Crime|Drama
3884,"Crew, The (2000)",Comedy
3886,Steal This Movie! (2000),Drama
3887,Went to Coney Island on a Mission From God... Be Back by Five (1998),Drama
3888,Skipped Parts (2000),Drama|Romance
3891,Turn It Up (2000),Crime|Drama
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3895,"Watcher, The (2000)",Crime|Thriller
3901,Duets (2000),Comedy|Drama
3903,Urbania (2000),Drama
3906,Under Suspicion (2000),Crime|Thriller
